period,Year,Month,Day,Hour,AP,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL
01-01-2016 00:00,2016,1,1,0,953.25,0.46,1.51,20.11,68.99,89.1,10.87,112.21,75.25,0,58.18,17.72,40.58,0.11,3.23,16.39,0.41,2.35
01-01-2016 01:00,2016,1,1,1,952.98,0.27,1.22,20.5,68.79,89.29,11.08,119.91,101.77,0,61.08,16.91,40.46,0.02,2.18,16.33,0.53,1.53
01-01-2016 02:00,2016,1,1,2,952.69,0.14,1.05,20.89,66.25,87.13,11.29,103.12,83.33,0,62.52,16.43,38.97,0.01,1.65,16.3,0.45,1.08
01-01-2016 03:00,2016,1,1,3,952.45,0.17,0.98,21.09,66.43,87.51,11.4,92.37,61.98,0,64.72,15.66,39.07,0,1.3,16.25,0.29,0.76
01-01-2016 04:00,2016,1,1,4,952.43,0.12,0.93,21.21,67.4,88.61,11.47,86.86,69.2,0,68.06,14.93,39.65,0,1.15,16.23,0.28,0.6
01-01-2016 05:00,2016,1,1,5,952.97,0.13,0.94,21.19,66.69,87.88,11.46,71.09,51.43,0,70.1,14.59,39.23,0,1.19,16.21,0.28,0.57
01-01-2016 06:00,2016,1,1,6,953.74,0.13,1.04,21.31,66.04,87.36,11.52,71.31,54.81,0,71.38,14.29,38.85,0.01,1.05,16.26,0.28,0.47
01-01-2016 07:00,2016,1,1,7,954.74,0.29,1.4,21.75,66.53,88.28,11.76,86.91,64.5,0,71.77,14.51,39.14,11.13,1.25,16.29,0.29,0.54
01-01-2016 08:00,2016,1,1,8,955.61,0.62,1.82,21.51,67.06,88.57,11.63,130.58,103.4,0,66.94,17.18,39.44,103,1.92,16.43,0.3,0.82
01-01-2016 09:00,2016,1,1,9,956.14,0.49,2.49,21.85,66.81,88.66,11.81,177.1,145.7,0,45.23,24.01,39.3,214.5,2.59,16.86,0.39,1.19
01-01-2016 10:00,2016,1,1,10,955.79,0.87,2.19,21.54,66.66,88.2,11.65,236.35,196.2,0,28.84,27.22,39.21,338.84,3.41,17.03,0.75,1.68
01-01-2016 11:00,2016,1,1,11,955.13,0.64,1.98,21.53,66.45,87.98,11.64,203.93,146.2,0,24.11,31.06,39.09,416.12,3.17,17.57,0.73,1.61
01-01-2016 12:00,2016,1,1,12,954.19,0.45,1.96,22.29,64.98,87.27,12.05,187.55,133.45,0,20.03,33.6,38.22,443.98,2.73,17.39,0.89,1.28
01-01-2016 13:00,2016,1,1,13,953,0.31,1.38,21.76,65.93,87.69,11.76,154.53,108.35,0,15.75,34.78,38.78,437.11,2.83,17.57,1.26,1.39
01-01-2016 14:00,2016,1,1,14,952.03,0.22,1.21,21.42,66.35,87.77,11.58,95.82,61.45,0,10.01,36.17,39.03,396.91,2.33,17.64,1.15,1.2
01-01-2016 15:00,2016,1,1,15,951.69,0.13,1.14,22.05,68.52,90.57,11.92,62.64,40.4,0,8.81,36.75,40.31,306.01,1.91,17.71,0.83,0.94
01-01-2016 16:00,2016,1,1,16,951.58,0.14,0.97,21.92,67.89,89.81,11.85,47.23,13.35,0,10.9,35.04,39.93,185.88,1.7,17.56,0.44,0.85
01-01-2016 17:00,2016,1,1,17,951.89,0.17,3.43,21.4,70.67,92.07,11.57,48.31,33.65,0,20.81,30.47,41.57,43.75,2.01,17.18,0.48,0.87
01-01-2016 18:00,2016,1,1,18,952.42,1.23,6.48,20.49,89.26,109.75,11.08,113.6,82.2,0,36.98,24.63,52.5,2.51,9.03,16.78,0.28,5.3
01-01-2016 19:00,2016,1,1,19,953.17,2.37,11.07,21.14,97.2,118.34,11.43,175.87,154.6,0,45.79,22.3,57.18,0.07,15.8,16.63,0.28,8.91
01-01-2016 20:00,2016,1,1,20,953.95,3.1,12.35,20.71,87.89,108.6,11.19,223.27,200,0,51.72,20.83,51.7,0.1,23.11,16.52,0.28,12.91
01-01-2016 21:00,2016,1,1,21,954.53,3.2,5.39,21.62,65.15,86.77,11.69,265.79,240,0,46.4,20.78,38.32,0.09,22.48,16.59,0.72,13.32
01-01-2016 22:00,2016,1,1,22,954.82,1.1,2.05,22.4,65.82,88.22,12.11,178.58,173.75,0,48.61,19.75,38.72,0.05,7.74,16.61,0.59,5.63
01-01-2016 23:00,2016,1,1,23,954.77,0.49,1.63,21.31,64.09,85.4,11.52,114.27,102.29,0,53.71,18.62,37.7,0.09,4.38,16.27,0.63,2.78
02-01-2016 00:00,2016,1,2,0,954.55,0.23,1.09,21.35,33.4,54.76,11.55,86.78,75.85,0,53.82,18.56,19.65,0.1,2.65,16.37,0.78,1.64
02-01-2016 01:00,2016,1,2,1,954.28,0.13,0.9,21.34,58.17,79.51,11.54,58.98,47.48,0,58.14,17.63,34.22,0.1,1.98,16.48,0.87,1.12
02-01-2016 02:00,2016,1,2,2,953.9,0.06,0.76,21,60.33,81.33,11.35,58.97,42.15,0,59.24,17.09,35.49,0.05,1.01,16.38,0.83,0.61
02-01-2016 03:00,2016,1,2,3,953.66,0.05,0.73,21.26,60.36,81.61,11.49,45.09,33.5,0,61.09,16.4,35.5,0.03,0.72,16.3,0.69,0.41
02-01-2016 04:00,2016,1,2,4,953.66,0.03,0.71,21.48,56.66,78.14,11.61,42,21.8,0,63.06,16.38,33.33,0,0.65,16.46,0.99,0.33
02-01-2016 05:00,2016,1,2,5,953.95,0.03,0.76,21.51,57.43,78.94,11.63,35.37,18.3,0,63.79,16.12,33.78,0,0.53,16.32,1.04,0.28
02-01-2016 06:00,2016,1,2,6,954.5,0.06,0.93,22.07,55.29,77.36,11.93,43.94,34.15,0,64.46,15.86,32.52,0,0.66,16.26,0.85,0.29
02-01-2016 07:00,2016,1,2,7,955.23,0.25,1.35,22.59,53.41,76,12.21,68.36,41.25,0,65.66,15.7,31.42,10.62,0.76,16.32,0.67,0.31
02-01-2016 08:00,2016,1,2,8,956.21,0.47,1.47,22.58,52.57,75.15,12.21,126.84,103.2,0,61.09,17.8,30.92,102.56,1.21,16.45,0.9,0.48
02-01-2016 09:00,2016,1,2,9,956.49,0.52,1.83,21.34,50.69,72.03,11.53,150.42,112.3,0,45.59,23.75,29.82,235.58,1.6,16.8,0.68,0.66
02-01-2016 10:00,2016,1,2,10,956.32,0.58,1.71,22.11,50.38,72.49,11.95,191.93,148.55,0,29.21,29.36,29.63,355.84,2.53,17.22,0.49,1.16
02-01-2016 11:00,2016,1,2,11,955.87,0.47,1.99,22.12,47.67,69.79,11.96,153.62,115.05,0,21.31,31.49,28.04,395.22,2.94,17.29,0.89,1.39
02-01-2016 12:00,2016,1,2,12,954.73,0.49,1.6,21.93,46.45,68.38,11.86,145.66,104.6,0,16.47,33.28,27.32,448.52,3.15,17.57,0.85,1.56
02-01-2016 13:00,2016,1,2,13,953.31,0.31,1.45,22.68,45.86,68.54,12.26,110.39,69.15,0,13.84,35.17,26.98,449.01,2.64,17.5,0.9,1.27
02-01-2016 14:00,2016,1,2,14,952.18,0.2,1.28,24.59,45.13,69.71,13.29,89.75,61.3,0,13.05,36.59,26.55,375.63,2,17.56,0.59,0.91
02-01-2016 15:00,2016,1,2,15,951.49,0.15,1.12,24.82,43.62,68.45,13.42,94.45,61,0,12.93,34.92,25.66,296.32,1.74,17.53,0.95,0.76
02-01-2016 16:00,2016,1,2,16,951.32,0.11,1.23,22.54,44.03,66.56,12.18,86.89,52.5,0,14.23,33.92,25.9,165.21,1.62,17.31,0.7,0.74
02-01-2016 17:00,2016,1,2,17,951.6,0.13,1.58,22.13,43.55,65.67,11.96,75.89,45.05,0,20.9,29.88,25.62,56.93,1.88,17.17,0.48,1.11
02-01-2016 18:00,2016,1,2,18,952.31,0.18,1.91,22.45,42.27,64.72,12.13,104.65,66.1,0,30.92,26.6,24.87,4.33,2.52,16.96,0.69,1.43
02-01-2016 19:00,2016,1,2,19,953.05,0.44,4.72,20.8,41.9,62.69,11.24,129.22,98.9,0,40.96,24.32,24.64,0.04,3.86,16.84,0.39,2.04
02-01-2016 20:00,2016,1,2,20,953.64,1.26,5.24,20.5,41.31,61.82,11.08,166.96,128.68,0,46.09,23.06,24.3,0.05,8.76,16.81,0.5,5.14
02-01-2016 21:00,2016,1,2,21,954.23,1.33,3.65,20.58,39.6,60.18,11.13,169.03,138.1,0,52.91,21.34,23.3,0.09,8.85,16.55,0.46,5.33
02-01-2016 22:00,2016,1,2,22,954.46,0.72,2.22,21.64,39.47,61.12,11.7,156.4,118.6,0,58.05,20.26,23.22,0.09,5.99,16.48,0.66,3.77
02-01-2016 23:00,2016,1,2,23,954.17,0.38,1.38,21.49,38.64,60.12,11.61,113.42,82.7,0,62.05,19.28,22.73,0.02,3.34,16.46,0.64,2.21
03-01-2016 00:00,2016,1,3,0,953.57,0.15,1.01,21.99,39.21,61.21,11.89,82.64,67.65,0,65.07,18.54,23.07,0,1.61,16.51,0.77,0.99
03-01-2016 01:00,2016,1,3,1,953.29,0.06,0.87,21.49,38.39,59.89,11.62,63.09,58.34,0,66.94,17.97,22.58,0,0.87,16.46,1.01,0.48
03-01-2016 02:00,2016,1,3,2,952.94,0.07,0.82,21.81,36.69,58.5,11.79,60,50.19,0,68.97,17.02,21.58,0,0.6,16.27,0.8,0.3
03-01-2016 03:00,2016,1,3,3,952.62,0.07,0.77,22.04,36.92,58.96,11.91,63.31,49.85,0,68.29,16.69,21.72,0,0.46,16.29,1.05,0.21
03-01-2016 04:00,2016,1,3,4,952.33,0.06,0.78,22.41,36.55,58.96,12.12,59.86,41.48,0,69.51,16.08,21.5,0.01,0.39,16.35,0.89,0.14
03-01-2016 05:00,2016,1,3,5,952.58,0.07,0.8,22.38,35.35,57.73,12.09,54.86,30.64,0,70.88,15.55,20.79,0.03,0.38,16.39,0.76,0.13
03-01-2016 06:00,2016,1,3,6,952.93,0.09,0.87,22.66,34.51,57.17,12.24,58.14,43.46,0,71.24,15.3,20.3,0.02,0.43,16.37,1.09,0.15
03-01-2016 07:00,2016,1,3,7,953.58,0.16,1.07,22.68,34.43,57.12,12.26,67.28,57.91,0,70.47,15.26,20.26,15.81,0.51,16.22,0.91,0.16
03-01-2016 08:00,2016,1,3,8,954.38,0.32,1.35,22.77,33.1,55.87,12.3,103.79,62.56,0,64.98,17.11,19.47,104.44,0.82,16.48,0.74,0.24
03-01-2016 09:00,2016,1,3,9,954.84,0.44,1.6,22.78,32.79,55.57,12.32,144.13,91.08,0,46.9,22.85,19.29,246.3,1.05,16.65,0.77,0.34
03-01-2016 10:00,2016,1,3,10,954.84,0.46,1.74,23.43,32.64,56.07,12.67,161.77,106.22,0,31.71,28.96,19.2,371.06,1.72,17.2,0.41,0.66
03-01-2016 11:00,2016,1,3,11,954.08,0.31,1.59,24.97,32.04,57.01,13.5,155.72,96.09,0,16.79,31.84,18.85,447.32,1.66,17.37,0.97,0.65
03-01-2016 12:00,2016,1,3,12,952.76,0.22,1.34,24.72,28.82,53.55,13.37,121.7,67.62,0,13.1,33.53,16.95,488.91,1.95,17.38,0.87,0.81
03-01-2016 13:00,2016,1,3,13,951.29,0.12,1.16,24.36,30.9,55.27,13.17,81.87,47.68,0,11.65,34.87,18.18,470.75,1.43,17.66,0.87,0.58
03-01-2016 14:00,2016,1,3,14,950,0.1,1.02,25.03,31.66,56.7,13.53,86.6,44.15,0,7.94,36.96,18.63,410.96,1.14,17.65,0.6,0.45
03-01-2016 15:00,2016,1,3,15,949.17,0.1,1.28,25.24,31.82,57.06,13.64,79.89,51.66,0,9.98,35.24,18.72,297.85,0.92,17.6,0.81,0.31
03-01-2016 16:00,2016,1,3,16,948.97,0.17,1.68,24.64,31.3,55.94,13.32,81.31,50.45,0,12.27,34.37,18.42,186.88,1.56,17.51,0.48,0.58
03-01-2016 17:00,2016,1,3,17,949.24,0.29,3.44,22.73,30.16,52.9,12.29,86.14,61.06,0,23.15,29.34,17.74,45.8,2.79,17.06,0.36,1.31
03-01-2016 18:00,2016,1,3,18,950.02,0.57,4.49,21.75,30.73,52.48,11.76,138.35,90.23,0,31.3,25.22,18.07,2.9,4.98,16.82,0.37,2.83
03-01-2016 19:00,2016,1,3,19,951.06,1.35,6.95,21.87,29.56,51.43,11.82,175.51,131.59,0,42.52,22.07,17.39,0.05,8.95,16.65,0.28,5.25
03-01-2016 20:00,2016,1,3,20,952.07,2,8.82,22.72,28.78,51.5,12.29,196.74,149.91,0,48.05,20.9,16.93,0.07,12.46,16.54,0.28,7.43
03-01-2016 21:00,2016,1,3,21,952.32,1.97,4.24,21.09,29.3,50.38,11.4,238.1,198.79,0,45.86,21.12,17.23,0.07,12.34,16.53,0.39,7.71
03-01-2016 22:00,2016,1,3,22,952.51,1.08,2.5,21.68,27.68,49.35,11.72,184.71,141.48,0,53.72,19.3,16.28,0.09,7,16.55,0.36,4.48
03-01-2016 23:00,2016,1,3,23,952.51,0.43,1.54,21.51,27.46,48.97,11.63,121.47,92.56,0,56.99,18.46,16.15,0.1,3.36,16.4,0.36,2.27
04-01-2016 00:00,2016,1,4,0,952.03,0.4,1.59,21.75,27.53,49.27,11.75,96.09,75.79,0,62.05,17.36,16.19,0.01,2.74,16.42,0.39,1.62
04-01-2016 01:00,2016,1,4,1,951.72,0.25,1.12,22.22,28.38,50.6,12.01,236.29,73.15,0,66.49,16.48,16.69,0,1.76,16.32,0.48,0.99
04-01-2016 02:00,2016,1,4,2,951.56,0.21,0.9,21.37,27.97,49.34,11.55,373.68,66.19,0,67.13,16.31,16.46,0,0.94,16.4,0.53,0.43
04-01-2016 03:00,2016,1,4,3,951.2,0.13,0.87,21.6,27.36,48.96,11.67,139.23,50.54,0,69.12,15.15,16.09,0,0.72,16.23,0.32,0.28
04-01-2016 04:00,2016,1,4,4,951.24,0.12,0.85,21.5,27.35,48.86,11.62,99.25,49.7,0,69.33,15.12,16.09,0,0.64,16.27,0.46,0.22
04-01-2016 05:00,2016,1,4,5,951.59,0.16,0.89,21.85,27.03,48.88,11.81,77.15,58.51,0,70.48,14.67,15.9,0.01,0.65,16.11,0.6,0.2
04-01-2016 06:00,2016,1,4,6,952.66,0.2,1.01,21.98,25.54,47.52,11.88,69.52,56.6,0,70.18,14.33,15.02,0.01,0.63,16.18,0.44,0.2
04-01-2016 07:00,2016,1,4,7,953.77,0.27,1.4,22.62,25.75,48.37,12.23,88.88,67.9,0,71.1,13.96,15.15,11.32,0.8,16.29,0.36,0.24
04-01-2016 08:00,2016,1,4,8,954.55,0.6,2.04,22.46,25.77,48.23,12.14,121.99,98.05,0,65.43,17,15.16,105.72,1.48,16.39,0.41,0.5
04-01-2016 09:00,2016,1,4,9,955.19,1.02,2.65,22.71,24.44,47.15,12.28,208.34,159.1,0,45.43,24.09,14.38,233.14,2.64,16.82,0.3,1.1
04-01-2016 10:00,2016,1,4,10,955.16,0.95,2.78,22.25,24.62,46.87,12.03,257.3,187.7,0,31.43,27.05,14.48,330.75,3.41,17.13,0.85,1.57
04-01-2016 11:00,2016,1,4,11,954.36,0.86,2.25,23.36,25.6,48.95,12.63,259.03,191,0,24.57,29.9,15.05,428.83,4.04,17.23,1.13,2.02
04-01-2016 12:00,2016,1,4,12,953.15,0.49,1.91,27.68,26.37,54.05,14.96,186.77,120.45,0,20.58,32.45,15.51,467.15,3.38,17.33,1.14,1.73
04-01-2016 13:00,2016,1,4,13,951.74,0.31,1.78,34.85,25.08,59.93,18.84,135.55,82.5,0,17.16,34.4,14.75,450.88,2.71,17.56,1.11,1.39
04-01-2016 14:00,2016,1,4,14,950.58,0.25,1.41,26.91,27.09,54,14.55,123.86,61.83,0,16.27,34.46,15.93,388.23,2.47,17.38,0.89,1.25
04-01-2016 15:00,2016,1,4,15,949.99,0.15,1.34,30.28,26.72,56.99,16.37,113.05,64.11,0,15.97,33.92,15.71,294.3,1.74,17.56,1.18,0.85
04-01-2016 16:00,2016,1,4,16,949.9,0.18,1.63,29,25.3,54.3,15.67,96.92,61.6,0,17.2,32.47,14.88,171.82,1.97,17.39,1.06,1.44
04-01-2016 17:00,2016,1,4,17,950.08,0.39,3.12,25.35,25.72,51.07,13.7,98.97,61,0,24.93,29.06,15.13,44.77,3.47,17.12,0.4,3.7
04-01-2016 18:00,2016,1,4,18,950.77,0.95,6.52,22.5,25.52,48.02,12.16,132.3,97.59,0,37.43,24.66,15.02,2.62,7.79,16.8,0.28,5.13
04-01-2016 19:00,2016,1,4,19,951.68,2.27,10.71,22.24,25.15,47.39,12.02,216.86,169.52,0,46.14,22.3,14.8,0.03,15.35,16.65,0.28,9.27
04-01-2016 20:00,2016,1,4,20,952.58,3.14,13.69,20.8,25.61,46.4,11.24,233,203.97,0,53.69,20.47,15.06,0.16,21.26,16.52,0.29,13.03
04-01-2016 21:00,2016,1,4,21,953.17,3.3,5.33,20.41,27.12,47.54,11.03,279.38,263.31,0,52.03,20.15,15.96,0.13,22.68,16.58,0.58,14.26
04-01-2016 22:00,2016,1,4,22,953.26,1.02,2.22,21.26,25.11,46.37,11.49,215.28,189.61,0,54.08,19.47,14.77,0.12,7.26,16.52,0.64,5.35
04-01-2016 23:00,2016,1,4,23,953.15,0.52,1.78,24.26,24.13,48.39,13.12,146.92,138.41,0,59.08,18.21,14.19,0.11,4.09,16.42,0.39,2.95
05-01-2016 00:00,2016,1,5,0,952.66,0.33,1.44,21.34,25.14,46.49,11.54,141.8,99.66,0,62.3,17.42,14.79,0.02,2.57,16.35,0.43,1.84
05-01-2016 01:00,2016,1,5,1,952.27,0.22,1.12,21.22,26.41,47.63,11.47,110.66,86.33,0,64.04,16.97,15.54,0,2.02,16.25,0.61,1.26
05-01-2016 02:00,2016,1,5,2,951.99,0.12,0.97,21.81,26.05,47.86,11.79,103.17,80.75,0,65.6,16.38,15.32,0,1.3,16.2,0.6,0.76
05-01-2016 03:00,2016,1,5,3,951.31,0.09,0.9,22.33,25.53,47.85,12.07,87.26,67.24,0,65.38,16.11,15.02,0,0.92,16.37,0.63,0.51
05-01-2016 04:00,2016,1,5,4,951.24,0.07,0.85,21.61,24.46,46.07,11.68,117.13,57.34,0,67.26,15.36,14.39,0,0.83,16.3,0.62,0.41
05-01-2016 05:00,2016,1,5,5,951.47,0.06,0.86,22.28,24.92,47.2,12.04,78.44,59.4,0,69.41,14.84,14.66,0.01,0.69,16.29,0.36,0.32
05-01-2016 06:00,2016,1,5,6,952.27,0.11,1.04,22.23,25.39,47.62,12.02,69,44.68,0,71.08,14.61,14.93,0.01,0.67,16.23,0.44,0.29
05-01-2016 07:00,2016,1,5,7,952.84,0.23,1.41,22.61,25.05,47.66,12.22,95.51,71.78,0,70.14,14.98,14.74,10.8,0.86,16.35,0.66,0.35
05-01-2016 08:00,2016,1,5,8,953.55,0.54,2.14,22,24.91,46.91,11.89,139.98,107.63,0,64.66,17.44,14.66,95.46,1.66,16.46,0.3,0.68
05-01-2016 09:00,2016,1,5,9,953.81,0.87,2.44,21.98,23.72,45.7,11.88,230.83,186.18,0,47.63,23.2,13.95,222.67,2.65,16.82,0.4,1.24
05-01-2016 10:00,2016,1,5,10,953.93,0.72,2.37,22.76,24.36,47.12,12.3,248,189.64,0,32.52,27.04,14.33,329.57,3.34,17.26,0.98,1.62
05-01-2016 11:00,2016,1,5,11,953.11,0.55,2.25,26.46,26.03,52.49,14.3,209.9,143.75,0,29.16,29.49,15.31,389.75,3.34,17.42,1,1.74
05-01-2016 12:00,2016,1,5,12,951.92,0.61,2.01,31.96,21.67,53.63,17.27,209.45,142.81,0,25.19,31.65,12.75,438.92,3.46,17.63,1.11,1.59
05-01-2016 13:00,2016,1,5,13,950.57,0.39,1.58,38.87,24.11,62.97,21.01,172.89,115.92,0,20.55,33.74,14.18,424.8,2.96,17.42,0.99,1.41
05-01-2016 14:00,2016,1,5,14,949.51,0.21,1.37,32.62,25.74,58.37,17.63,131.86,73.57,0,15.74,34.63,15.14,389.42,1.96,17.57,0.91,0.94
05-01-2016 15:00,2016,1,5,15,948.83,0.15,1.51,39.94,26.6,66.53,21.59,103.46,42.33,0,17.51,33.53,15.64,284.53,2.15,17.47,0.98,0.95
05-01-2016 16:00,2016,1,5,16,948.73,0.2,1.58,22.59,26.24,48.82,12.21,128,52.46,0,19.94,31.92,15.44,166.16,2.24,17.5,0.82,1.08
05-01-2016 17:00,2016,1,5,17,948.96,0.33,3.09,21.7,25.62,47.32,11.73,113.29,63.51,0,27.13,28.72,15.07,46.48,3.17,17.04,0.57,1.53
05-01-2016 18:00,2016,1,5,18,949.47,1.35,7.85,20.54,25,45.54,11.1,321.92,93.08,0,40.67,24.59,14.71,2.71,9.68,16.8,0.28,5.02
05-01-2016 19:00,2016,1,5,19,950.21,2.72,14.06,21.26,24.31,45.57,11.49,295.58,240.95,0,49.87,22.63,14.3,0.12,18.26,16.66,0.28,10.85
05-01-2016 20:00,2016,1,5,20,951.07,3.75,14.13,20.37,21.29,41.66,11.01,305.85,262.6,0,54.53,21.11,12.52,0.12,25.57,16.62,0.35,15.79
05-01-2016 21:00,2016,1,5,21,951.82,3.14,4.66,20.49,24.44,44.93,11.07,296.09,263.7,0,51.88,20.37,14.38,0.13,21.27,16.55,0.69,13.78
05-01-2016 22:00,2016,1,5,22,952.19,1.02,2.14,20.43,25.5,45.93,11.04,198.55,171.25,0,55.04,19.65,15,0.14,6.96,16.44,0.78,5.17
05-01-2016 23:00,2016,1,5,23,952.04,0.35,1.53,20.69,24.57,45.26,11.18,125.98,103.95,0,58.39,18.91,14.45,0.09,3.62,16.43,0.48,2.74
06-01-2016 00:00,2016,1,6,0,951.6,0.25,1.12,21.32,25.62,46.94,11.52,105.89,80.52,0,61.93,18.27,15.07,0,2.4,16.42,0.55,1.72
06-01-2016 01:00,2016,1,6,1,951.38,0.16,0.98,21.27,25.97,47.24,11.49,99.86,76.3,0,63.79,17.56,15.28,0,1.39,16.31,0.37,0.94
06-01-2016 02:00,2016,1,6,2,951.19,0.13,0.91,21.61,26.11,47.72,11.68,94.86,76.85,0,67.74,16.68,15.36,0,1.16,16.37,0.41,0.64
06-01-2016 03:00,2016,1,6,3,950.86,0.11,0.85,21.07,26.13,47.2,11.39,85.72,58.28,0,68.52,16.9,15.37,0,0.87,16.3,0.92,0.45
06-01-2016 04:00,2016,1,6,4,950.84,0.08,0.85,21.29,25.77,47.06,11.51,79.86,64.36,0,69.91,16.47,15.16,0,0.76,16.23,0.8,0.36
06-01-2016 05:00,2016,1,6,5,951.24,0.11,0.86,20.49,26.29,46.78,11.07,219.84,58.34,0,71,15.93,15.47,0.04,0.64,16.34,0.62,0.25
06-01-2016 06:00,2016,1,6,6,951.67,0.15,1.06,21.67,25.13,46.81,11.71,143.79,57,0,72.02,15.51,14.78,0.07,0.75,16.36,0.55,0.26
06-01-2016 07:00,2016,1,6,7,952.37,0.33,1.47,20.9,25.18,46.09,11.3,128.63,80.8,0,72.85,15.67,14.81,10.59,0.96,16.41,0.81,0.31
06-01-2016 08:00,2016,1,6,8,953.12,0.52,1.72,21.6,25.16,46.76,11.68,170.6,126.65,0,67.95,17.72,14.8,95.49,1.56,16.45,0.6,0.59
06-01-2016 09:00,2016,1,6,9,953.57,0.6,2.04,21.08,24.78,45.86,11.4,198.88,145.9,0,51.28,23.2,14.58,223.56,2,16.77,0.55,0.83
06-01-2016 10:00,2016,1,6,10,953.41,0.7,2.55,20.95,24.12,45.07,11.32,222.88,152.25,0,37.26,27.84,14.18,335.31,2.89,17.21,0.64,1.31
06-01-2016 11:00,2016,1,6,11,952.88,0.55,1.96,20.68,26.21,46.89,11.18,222.86,150.45,0,29.54,30.35,15.41,403.85,3.07,17.41,0.74,1.55
06-01-2016 12:00,2016,1,6,12,951.66,0.54,2.14,23.65,23.62,47.27,12.78,203.92,115.42,0,26.37,32.49,13.89,437.38,3.41,17.36,0.9,1.4
06-01-2016 13:00,2016,1,6,13,950.23,0.44,1.78,21.7,26.04,47.74,11.73,198.35,113.21,0,21.56,33.48,15.32,435.93,3.17,17.33,1.25,1.33
06-01-2016 14:00,2016,1,6,14,949.19,0.2,1.33,20.54,27.9,48.44,11.1,136.99,72.71,0,18.91,33.67,16.41,387.89,2.22,17.34,1.21,1.1
06-01-2016 15:00,2016,1,6,15,948.61,0.19,1.27,20.52,26.81,47.33,11.1,108.32,59.94,0,17.4,33.39,15.77,286.33,2.1,17.45,1.04,1.05
06-01-2016 16:00,2016,1,6,16,948.55,0.12,1.54,20.61,25.24,45.86,11.14,104.18,53.1,0,21.69,31.65,14.85,147.71,1.64,17.32,0.96,0.75
06-01-2016 17:00,2016,1,6,17,948.95,0.34,2.93,20.5,24.27,44.77,11.08,113.08,63.8,0,30.28,28.7,14.28,45.25,3.31,17.14,0.52,1.67
06-01-2016 18:00,2016,1,6,18,949.51,1.26,7.27,19.77,25.4,45.16,10.68,164.53,103.09,0,43.07,24.95,14.94,3.89,8.69,16.83,0.28,4.83
06-01-2016 19:00,2016,1,6,19,950.28,2.79,12.48,22.5,25.97,48.47,12.16,285.73,226.34,0,52.48,22.88,15.28,0.07,19.51,16.71,0.28,11.3
06-01-2016 20:00,2016,1,6,20,950.93,3.15,11.87,20.64,25.82,46.46,11.15,283.38,234.51,0,56.6,21.13,15.19,0.03,23.27,16.56,0.28,14.96
06-01-2016 21:00,2016,1,6,21,951.52,3.26,10,20.29,24.97,45.27,10.97,261.49,228.63,0,58.5,20.38,14.69,0,25.14,16.49,0.35,16.15
06-01-2016 22:00,2016,1,6,22,951.77,1.76,3.25,19.63,25.99,45.62,10.61,287.71,236.43,0,57.27,19.93,15.29,0.02,12.47,16.5,0.48,9.01
06-01-2016 23:00,2016,1,6,23,951.76,0.66,1.61,20.78,25.98,46.76,11.23,352.53,142.63,0,61.22,19.02,15.28,0,5.15,16.39,0.38,4.07
07-01-2016 00:00,2016,1,7,0,951.59,0.26,1.23,21.15,25.2,46.35,11.43,157.1,106.43,0,63.75,18.54,14.83,0,2.65,16.4,0.52,2.05
07-01-2016 01:00,2016,1,7,1,951.47,0.13,0.93,20.7,25.79,46.5,11.19,103.96,87.83,0,66.07,18.09,15.18,0,1.62,16.3,0.54,1.15
07-01-2016 02:00,2016,1,7,2,951.12,0.09,0.87,20.35,25.42,45.78,11,86.32,62.24,0,69.38,17.48,14.95,0,1.07,16.33,0.38,0.68
07-01-2016 03:00,2016,1,7,3,950.9,0.09,0.83,20.41,26.95,47.35,11.03,87.13,55.47,0,69.23,17.38,15.85,0,0.94,16.5,0.97,0.53
07-01-2016 04:00,2016,1,7,4,950.86,0.07,0.84,20.6,26.18,46.78,11.14,81.4,44.88,0,68.88,17.15,15.4,0,0.7,16.29,0.51,0.38
07-01-2016 05:00,2016,1,7,5,951.04,0.08,0.88,20.78,24.96,45.74,11.23,81.65,59.02,0,69.81,17.03,14.68,0.02,0.65,16.37,0.77,0.32
07-01-2016 06:00,2016,1,7,6,951.61,0.14,1.08,20.89,25.55,46.44,11.29,88.6,61.16,0,69.37,16.98,15.03,0.04,0.69,16.34,0.47,0.3
07-01-2016 07:00,2016,1,7,7,952.45,0.16,1.34,21.21,25.71,46.92,11.46,112.28,89.66,0,71.21,16.7,15.12,13.42,0.86,16.47,0.4,0.33
07-01-2016 08:00,2016,1,7,8,953.33,0.5,2.04,20.93,24.49,45.41,11.31,140.08,108.49,0,67.89,18.61,14.4,75.92,1.41,16.48,0.37,0.56
07-01-2016 09:00,2016,1,7,9,954.03,0.85,2.59,21.03,23.84,44.86,11.37,204.43,165.02,0,55.58,23,14.02,180.22,2.47,16.83,0.33,1.11
07-01-2016 10:00,2016,1,7,10,954.08,1.14,2.73,22.2,23.53,45.74,12,272.3,203.66,0,38.92,27.58,13.84,262.35,3.7,17.16,0.37,1.81
07-01-2016 11:00,2016,1,7,11,953.58,1.02,2.43,21.78,27.17,48.95,11.77,295.56,197.2,0,34.36,28.52,15.98,327.42,4.28,17.31,1,2.27
