period,Year,Month,Day,Hour,AP,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL
20-11-2016 18:00,2016,11,20,18,947.06,0.51,3.75,17.34,26.69,44.02,11.89,105.11,56.8,0,39.55,23.82,6.3,1.11,4.12,34.69,0.28,2.1
20-11-2016 19:00,2016,11,20,19,947.93,0.87,4.13,17.35,26.7,44.05,11.9,159.41,85.3,0,49.54,20.91,6.31,0.12,6.52,34.36,0.28,3.71
20-11-2016 20:00,2016,11,20,20,948.74,1.59,4.84,17.55,27.04,44.59,12.12,203.78,129.8,0,56.66,19.75,6.43,0,11.14,34.11,0.28,6.15
20-11-2016 21:00,2016,11,20,21,949.07,1.59,5.92,15.83,24.17,40.01,10.25,239.84,163,0,55.43,19.15,5.43,0,10.87,34.07,0.53,6.47
20-11-2016 22:00,2016,11,20,22,949.09,0.61,6.13,16.36,25.06,41.43,10.83,199.85,129.49,0,56.49,18.71,5.73,0,4.68,34.09,0.84,3.02
20-11-2016 23:00,2016,11,20,23,949.11,0.5,5.89,16.03,24.5,40.53,10.47,157.93,101.36,0,59.8,17.54,5.55,0,3.36,33.82,0.28,2.01
21-11-2016 00:00,2016,11,21,0,948.79,0.31,5.61,19.04,29.54,48.58,13.74,135.8,89.25,0,63.18,17.08,7.28,0,2.45,33.84,0.45,1.37
21-11-2016 01:00,2016,11,21,1,948.49,0.18,5.25,21.71,34.01,55.72,16.64,110.85,77.09,0,65.78,15.96,8.83,0,1.66,33.69,0.34,0.85
21-11-2016 02:00,2016,11,21,2,948.28,0.15,4.86,25.91,41.04,66.94,21.2,94.22,66.27,0,68.77,15.29,11.24,0,1.35,33.8,0.33,0.59
21-11-2016 03:00,2016,11,21,3,948.12,0.08,4.5,33.76,54.17,87.93,29.73,80.93,56.96,0,69.26,15.09,15.75,0,0.97,33.53,0.59,0.38
21-11-2016 04:00,2016,11,21,4,948.44,0.06,4.13,30.14,48.11,78.25,25.8,67.93,47.86,0,70.91,14.11,13.66,0,0.66,33.69,0.28,0.25
21-11-2016 05:00,2016,11,21,5,948.73,0.07,3.83,29.82,47.58,77.39,25.45,64.3,41.74,0,72.96,13.8,13.49,0,0.71,33.65,0.38,0.23
21-11-2016 06:00,2016,11,21,6,949.15,0.09,3.64,26.45,41.94,68.39,21.79,66.56,40.3,0,73.77,13.47,11.55,0.46,0.68,33.87,0.31,0.23
21-11-2016 07:00,2016,11,21,7,949.86,0.11,3.59,20.85,32.56,53.41,15.7,80.63,49.73,0,74.27,13.98,8.33,27.11,0.75,33.94,0.29,0.26
21-11-2016 08:00,2016,11,21,8,950.57,0.31,3.52,24.89,39.32,64.21,20.09,118.78,79.39,0,63.62,18.44,10.65,145.79,1.11,34.11,0.35,0.38
21-11-2016 09:00,2016,11,21,9,950.9,0.47,3.45,28.36,45.15,73.51,23.88,171.85,114.67,0,42.96,24.69,12.64,252.8,1.76,34.65,0.34,0.65
21-11-2016 10:00,2016,11,21,10,950.66,0.55,3.49,53.45,87.13,140.58,51.14,195.33,137.27,0,30.49,27.78,27.09,361.71,2.85,35.49,1.01,1.26
21-11-2016 11:00,2016,11,21,11,949.77,0.29,2.17,70.67,115.96,186.62,69.85,159.67,108.74,0,23.2,30.57,37,428.6,2.17,35.39,1.36,0.98
21-11-2016 12:00,2016,11,21,12,948.63,0.21,2.15,71.23,116.9,188.13,70.47,112.96,66.28,0,19.06,33,37.24,441.73,2.14,36.08,0.92,1.01
21-11-2016 13:00,2016,11,21,13,947.5,0.13,2.17,65.49,107.3,172.79,64.23,84.71,44.91,0,13,35.32,33.95,423.81,1.69,36.1,0.68,0.8
21-11-2016 14:00,2016,11,21,14,946.68,0.09,2.16,71.62,117.55,189.16,70.89,75.88,34.56,0,13.27,34.51,37.46,351.02,1.49,36.07,1.08,0.67
21-11-2016 15:00,2016,11,21,15,946.26,0.11,2.19,64.82,106.17,170.99,63.5,64.78,30.82,0,12.52,33.91,33.54,253.73,1.62,36.17,1.27,0.74
21-11-2016 16:00,2016,11,21,16,946.23,0.12,2.18,51.8,84.37,136.17,49.35,60.44,31,0,14.4,32.46,26.12,145.43,1.8,36.3,0.94,0.81
21-11-2016 17:00,2016,11,21,17,946.59,0.2,2.17,30.18,48.18,78.36,25.85,60.85,25.14,0,23.03,27.86,13.67,27.97,2.21,35.27,0.48,1
21-11-2016 18:00,2016,11,21,18,947.31,1.14,2.17,18.27,28.25,46.51,12.9,101.88,59.24,0,40.24,23.27,6.8,0.7,8.44,34.8,0.28,4.46
21-11-2016 19:00,2016,11,21,19,948.08,1.89,2.34,18.02,27.84,45.86,12.63,195.98,125.55,0,50.68,20.98,6.75,0.08,13.95,34.51,0.28,8.07
21-11-2016 20:00,2016,11,21,20,948.85,1.66,2.82,17.41,26.81,44.21,11.97,227.18,147.42,0,54.4,19.9,6.34,0,19.02,34.14,0.31,10.47
21-11-2016 21:00,2016,11,21,21,949.4,1.75,3.38,16.75,25.75,42.49,11.42,269.23,179.21,0,56.97,19.28,6.08,0,17.86,34.07,0.31,10.67
21-11-2016 22:00,2016,11,21,22,949.55,2.1,3.74,16.01,24.46,40.46,10.44,255.56,177.25,0,58.51,18.29,5.54,0,14.4,33.9,0.28,9
21-11-2016 23:00,2016,11,21,23,949.21,1.12,4.06,16.02,24.48,40.5,10.45,219.63,152.18,0,59.9,17.63,5.54,0,7.77,33.78,0.29,5.21
22-11-2016 00:00,2016,11,22,0,948.73,0.69,4.02,15.43,23.5,38.93,9.82,183.34,133.71,0,63.82,16.56,5.21,0,4.89,33.65,0.34,3.22
22-11-2016 01:00,2016,11,22,1,948.27,0.35,3.82,16.98,26.08,43.06,11.5,134.57,93.71,0,66.33,16.15,6.1,0,2.56,33.66,0.31,1.66
22-11-2016 02:00,2016,11,22,2,947.85,0.2,3.55,17.56,27.05,44.6,12.12,98.89,63.87,0,69.13,15.27,6.43,0,1.72,33.78,0.29,0.98
22-11-2016 03:00,2016,11,22,3,947.54,0.17,3.29,18.47,28.58,47.04,13.11,88.04,60.4,0,71.28,14.64,6.95,0,1.46,33.77,0.28,0.73
22-11-2016 04:00,2016,11,22,4,947.69,0.15,3.04,18.26,28.24,46.5,12.89,79.33,50.97,0,73.17,14.18,6.83,0,1.26,33.74,0.34,0.58
22-11-2016 05:00,2016,11,22,5,948.25,0.11,2.8,18.29,28.29,46.58,12.93,72.89,48.11,0,73.93,14.02,6.85,0,1.23,33.84,0.31,0.48
22-11-2016 06:00,2016,11,22,6,948.89,0.14,2.72,18.07,27.92,45.98,12.68,69.44,50.88,0,74.92,13.56,6.72,0.51,1.15,33.9,0.29,0.47
22-11-2016 07:00,2016,11,22,7,949.78,0.16,2.7,17.4,26.79,44.19,11.96,94.58,68.67,0,74.97,14.21,6.34,25.28,1.22,33.98,0.32,0.57
22-11-2016 08:00,2016,11,22,8,950.31,0.44,2.59,19.44,30.2,49.64,14.17,130.55,91.95,0,65.25,19.01,7.5,140.4,1.75,34.06,0.29,0.73
22-11-2016 09:00,2016,11,22,9,950.64,0.65,2.52,23.65,37.26,60.92,18.76,198.19,142.55,0,41.44,25.17,9.94,240.41,2.4,34.88,0.56,1.04
22-11-2016 10:00,2016,11,22,10,950.47,0.58,2.49,40.14,64.85,104.99,36.67,203.04,147.23,0,27.7,28.39,19.43,353.08,3.19,35.49,0.73,1.6
22-11-2016 11:00,2016,11,22,11,949.87,0.32,2.53,74.8,122.87,197.67,74.35,141.52,93.6,0,23.08,31,39.57,419.37,2.46,35.55,0.95,1.23
22-11-2016 12:00,2016,11,22,12,948.9,0.19,2.51,77.55,127.48,205.04,77.34,114.82,70.6,0,20.45,33.25,41.01,434.54,1.85,36.11,1.3,0.85
22-11-2016 13:00,2016,11,22,13,947.67,0.12,2.5,80.8,132.91,213.7,80.87,94.95,46.74,0,17.92,34.15,42.94,410.44,1.6,35.96,1.38,0.76
22-11-2016 14:00,2016,11,22,14,946.9,0.06,2.47,70.55,115.76,186.32,69.73,76.67,38.83,0,16.93,34.82,36.8,341.46,1.21,36.29,1.46,0.52
22-11-2016 15:00,2016,11,22,15,946.47,0.1,2.46,69.76,114.44,184.2,68.87,75.71,35.72,0,16.98,34.28,36.73,249.61,1.58,35.48,0.95,0.7
22-11-2016 16:00,2016,11,22,16,946.25,0.11,2.44,50.41,82.04,132.45,47.83,64.93,28.75,0,19.56,32.69,25.37,141.61,1.93,36.16,1.18,0.79
22-11-2016 17:00,2016,11,22,17,946.56,0.28,2.4,21.97,34.45,56.43,16.93,71.52,32.96,0,28.21,28.19,8.99,25.64,3.22,35.24,0.55,1.52
22-11-2016 18:00,2016,11,22,18,947.25,0.87,2.4,18.62,28.84,47.46,13.31,127.51,77.97,0,41.45,24.16,7.03,0.78,7.15,34.73,0.28,3.91
22-11-2016 19:00,2016,11,22,19,947.93,1.75,2.45,16.3,25.17,41.47,11.48,231.56,138.7,0,50.09,22.3,6.28,0.06,14.21,34.51,0.28,7.66
22-11-2016 20:00,2016,11,22,20,948.73,2.39,2.58,16.4,25.12,41.52,10.87,229.26,152.76,0,56.57,20.63,5.77,0,17.07,34.23,0.28,10.72
22-11-2016 21:00,2016,11,22,21,949.09,2.47,3.06,15.4,23.44,38.84,9.78,266.04,186.35,0,55.5,20.29,5.18,0,17.01,34.45,0.65,10.93
22-11-2016 22:00,2016,11,22,22,949.14,0.94,3.39,15.34,23.36,38.7,9.72,217.63,145.65,0,58.65,19.1,5.16,0,6.59,33.7,0.6,4.71
22-11-2016 23:00,2016,11,22,23,949,0.7,3.44,15.9,24.28,40.18,10.32,153.48,101.17,0,62.95,18.22,5.47,0,4.95,33.91,0.37,3.41
23-11-2016 00:00,2016,11,23,0,948.47,0.4,3.37,16.77,25.74,42.51,11.28,195.1,96.59,0,64.94,17.83,5.98,0,3.5,33.95,0.5,2.37
23-11-2016 01:00,2016,11,23,1,948,0.23,3.18,22.07,34.61,56.67,17.03,121.38,71.69,0,67.91,16.89,9.02,0,1.95,33.84,0.28,1.22
23-11-2016 02:00,2016,11,23,2,947.4,0.15,2.95,27.26,43.3,70.56,22.67,95.07,55.48,0,70.03,16.12,12.01,0,1.4,33.73,0.34,0.77
23-11-2016 03:00,2016,11,23,3,947.3,0.1,2.75,29.78,47.52,77.31,25.42,87.88,46.88,0,70.65,15.55,13.48,0,1.03,33.77,0.36,0.52
23-11-2016 04:00,2016,11,23,4,947.51,0.06,2.54,30.48,48.69,79.16,26.17,75.06,39.79,0,72.97,14.96,13.87,0,0.79,33.9,0.37,0.38
23-11-2016 05:00,2016,11,23,5,947.72,0.06,2.33,28.05,44.61,72.66,23.53,65.32,34.59,0,74.4,14.39,12.47,0,0.75,34.02,0.3,0.34
23-11-2016 06:00,2016,11,23,6,948.45,0.15,2.18,22.82,35.86,58.68,17.85,68.26,41.71,0,75.79,14.09,9.45,0.37,0.77,34.11,0.35,0.31
23-11-2016 07:00,2016,11,23,7,949.41,0.22,2.18,19.79,30.79,50.58,14.55,108.22,77.26,0,74.89,15.05,7.71,24.82,0.84,34,0.43,0.32
23-11-2016 08:00,2016,11,23,8,949.85,0.5,2.13,22.21,34.84,57.05,17.18,160.15,88.31,0,64.82,18.84,9.12,138.33,1.63,34.04,0.5,0.66
23-11-2016 09:00,2016,11,23,9,950.22,0.56,2.09,32.49,52.06,84.55,28.36,240.41,140.88,0,43.9,25.1,15.02,248.65,2.09,34.74,0.64,0.88
23-11-2016 10:00,2016,11,23,10,950.05,0.59,2.12,49.41,80.37,129.78,46.75,224.04,138.58,0,31.6,28.65,24.75,343.71,3.12,35.21,0.77,1.43
23-11-2016 11:00,2016,11,23,11,949.12,0.4,2.19,55.55,90.65,146.2,53.42,178.12,111.53,0,21.35,32.29,28.4,422.97,2.95,35.74,1.12,1.37
23-11-2016 12:00,2016,11,23,12,948.04,0.23,2.22,63.14,103.36,166.5,61.67,123.3,66.53,0,18.99,33.96,32.7,434.83,2.35,35.8,0.9,1.18
23-11-2016 13:00,2016,11,23,13,946.88,0.19,2.22,58.24,95.15,153.39,56.35,100.52,49.58,0,16.15,34.3,29.91,406.01,2.2,36.24,1.41,1.12
23-11-2016 14:00,2016,11,23,14,946.01,0.13,2.21,64.93,106.36,171.3,63.62,73.27,32.88,0,14.5,35.21,33.76,345.1,1.75,36.23,1.29,0.89
23-11-2016 15:00,2016,11,23,15,945.75,0.11,2.23,69.37,113.78,183.15,68.44,74.96,23.79,0,16.96,33.71,36.2,242.23,1.63,36.18,1.37,0.78
23-11-2016 16:00,2016,11,23,16,945.84,0.13,2.22,58.37,95.38,153.75,56.49,75.15,38.93,0,19.97,32.02,29.9,130.39,1.78,35.55,0.98,0.84
23-11-2016 17:00,2016,11,23,17,946.37,0.21,2.2,25.79,40.84,66.63,21.08,89.5,39.8,0,27.91,27.83,11.16,26.86,2.45,35.09,0.58,1.24
23-11-2016 18:00,2016,11,23,18,946.98,0.93,2.22,18.03,27.85,45.88,12.64,137.19,77.36,0,41.88,23.91,6.7,0.74,6.92,34.68,0.28,3.96
23-11-2016 19:00,2016,11,23,19,947.83,1.79,2.55,18.11,27.98,46.1,12.73,462.21,122.11,0,50.38,21.91,6.74,0.06,14.24,34.46,0.28,7.39
23-11-2016 20:00,2016,11,23,20,948.52,2.79,3.44,17.55,27.05,44.6,12.12,302.33,162.05,0,55.72,20.36,6.43,0,20.22,34.24,0.28,11.73
23-11-2016 21:00,2016,11,23,21,948.97,2.2,4.25,16.1,24.61,40.72,10.54,286.32,188.63,0,52.91,20.07,5.59,0,15.47,34.58,0.68,10.05
23-11-2016 22:00,2016,11,23,22,949.13,1.05,4.44,16.75,25.71,42.47,11.26,218.44,136.21,0,54.66,19.4,5.96,0,7.52,33.91,0.55,5.32
23-11-2016 23:00,2016,11,23,23,949.09,0.85,4.43,16.76,25.72,42.48,11.26,198.33,124,0,58.93,18.58,5.97,0,5.99,33.91,0.28,4.1
24-11-2016 00:00,2016,11,24,0,948.86,0.38,4.25,16.53,25.33,41.86,11.01,145.04,95.86,0,62.59,17.81,5.83,0,3.16,33.92,0.49,2.23
24-11-2016 01:00,2016,11,24,1,948.6,0.18,3.93,25.21,39.87,65.07,20.44,136,74.49,0,64.69,17.06,10.84,0,1.89,34,0.43,1.22
24-11-2016 02:00,2016,11,24,2,948.2,0.1,3.62,30.26,48.33,78.59,25.94,100.26,56.18,0,67.09,16.58,13.75,0,1.29,33.71,0.52,0.75
24-11-2016 03:00,2016,11,24,3,948.03,0.09,3.33,32.92,52.78,85.7,28.83,86.33,49.32,0,69.26,15.86,15.28,0,0.92,33.84,0.28,0.49
24-11-2016 04:00,2016,11,24,4,948.17,0.08,3.06,30.57,48.84,79.42,26.27,74.78,46.21,0,72.18,15.08,13.93,0,0.78,33.9,0.28,0.39
24-11-2016 05:00,2016,11,24,5,948.57,0.09,2.85,25.01,39.53,64.54,20.23,87.48,50.57,0,73.93,14.51,10.72,0,0.8,33.99,0.28,0.34
24-11-2016 06:00,2016,11,24,6,949.35,0.08,2.82,20.07,31.27,51.34,14.86,95.11,65.13,0,75.09,14.57,7.88,0.95,0.93,34.13,0.28,0.47
24-11-2016 07:00,2016,11,24,7,950.15,0.14,2.82,19.84,30.88,50.72,14.61,107.06,72.87,0,74.08,15.68,7.74,34.71,1.05,34.1,0.28,0.49
24-11-2016 08:00,2016,11,24,8,950.67,0.38,2.69,21.09,32.97,54.06,15.96,143.04,89.91,0,65.11,19.81,8.46,135.61,1.51,34.21,0.28,0.62
24-11-2016 09:00,2016,11,24,9,950.86,0.63,2.6,25.08,39.64,64.72,20.3,219.7,135.67,0,40.38,25.05,10.76,241.68,2.73,35.32,0.72,1.24
24-11-2016 10:00,2016,11,24,10,950.55,0.46,2.63,41.17,66.58,107.75,37.79,192.86,128.18,0,31.19,27.85,20.06,347.66,3.07,34.86,1.23,1.62
24-11-2016 11:00,2016,11,24,11,949.77,0.35,2.65,61.05,99.85,160.9,59.4,162.17,103.52,0,25.74,31.34,31.32,409.04,2.76,35.45,1.16,1.46
24-11-2016 12:00,2016,11,24,12,948.67,0.2,2.67,58.33,95.31,153.64,56.45,133.32,74.66,0,20.78,33.45,30.09,434.78,2.39,35.77,1.22,1.15
24-11-2016 13:00,2016,11,24,13,947.42,0.18,2.64,59.09,96.58,155.67,57.27,94.96,44.66,0,18.39,34.19,30.06,409.43,2.26,35.55,1.27,1.15
24-11-2016 14:00,2016,11,24,14,946.35,0.14,2.64,73.79,121.18,194.97,73.25,85.6,41.39,0,18.58,34.1,39.04,341.41,1.82,36.29,1.29,0.89
24-11-2016 15:00,2016,11,24,15,945.93,0.09,2.59,63.35,103.71,167.05,61.9,77.33,32.06,0,17.93,33.54,32.86,246.02,1.56,34.21,1.39,0.79
24-11-2016 16:00,2016,11,24,16,946.09,0.15,2.54,52.96,86.32,139.29,50.61,74.3,41.13,0,20.35,31.39,26.77,135.19,1.94,31.05,1.29,1.45
24-11-2016 17:00,2016,11,24,17,946.6,0.22,2.52,35.46,57.02,92.47,31.58,87.61,39.42,0,27.56,,16.76,27.17,2.47,33.87,0.7,1.38
24-11-2016 18:00,2016,11,24,18,947.18,0.7,2.52,19.23,29.9,49.14,14.11,108.72,55.49,0,39.68,,7.48,0.7,5.17,34.93,0.28,2.77
24-11-2016 19:00,2016,11,24,19,947.98,1.86,2.68,17.39,26.79,44.18,12,"1,104.41",122.2,0,49.37,,6.34,0.1,12.44,34.7,0.28,7.72
24-11-2016 20:00,2016,11,24,20,948.81,2.53,3.29,16.85,25.87,42.72,11.36,448.2,177.42,0,55.58,,6.04,0,17.08,34.46,0.28,10.65
24-11-2016 21:00,2016,11,24,21,949.61,2.54,4.01,17.38,26.77,44.15,11.94,303,195.83,0,57.08,,6.23,0,14.28,34.34,0.32,9.07
24-11-2016 22:00,2016,11,24,22,949.94,2.51,4.51,16.79,25.78,42.58,11.3,306.41,207.24,0,60.36,,5.98,0,15.32,34.25,0.3,9.7
24-11-2016 23:00,2016,11,24,23,949.9,2.02,4.84,15.97,24.4,40.37,10.41,279.77,189.23,0,63.18,,5.52,0,10.72,34.17,0.28,7.05
25-11-2016 00:00,2016,11,25,0,949.44,1.33,4.93,15,22.78,37.78,9.35,241.81,147.64,0,63.74,,4.96,0,6.9,34.15,0.3,4.72
25-11-2016 01:00,2016,11,25,1,948.91,0.54,4.74,15.23,23.16,38.4,9.6,180.64,112.38,0,65.16,,5.09,0,3.41,34.03,0.3,2.39
25-11-2016 02:00,2016,11,25,2,948.56,0.28,4.43,16.57,25.41,41.98,11.06,133.56,87.13,0,68.69,,5.86,0,2.1,34.02,0.29,1.32
25-11-2016 03:00,2016,11,25,3,948.54,0.22,4.11,17.45,26.88,44.33,12.01,103.15,60.32,0,71.44,,6.36,0,1.53,34.06,0.28,0.88
25-11-2016 04:00,2016,11,25,4,948.81,0.19,3.81,16.54,25.34,41.88,11.02,96.45,62.26,0,73.06,,5.84,0,1.51,34.1,0.28,0.77
25-11-2016 05:00,2016,11,25,5,949.22,0.2,3.53,16,24.45,40.46,10.43,96,65.09,0,73.67,,5.53,0,1.67,34.13,0.28,0.78
25-11-2016 06:00,2016,11,25,6,949.73,0.25,3.36,16.15,24.7,40.85,10.6,105.36,66,0,74.42,,5.62,0.46,1.98,34.21,0.28,0.9
25-11-2016 07:00,2016,11,25,7,950.33,0.32,3.29,16.87,25.9,42.78,11.38,119.76,69.68,0,74.04,,6.03,23.61,2.07,34.19,0.28,1
25-11-2016 08:00,2016,11,25,8,950.57,0.59,3.18,18.24,28.2,46.44,12.87,154.34,102.49,0,65.49,,6.82,131.11,2.43,34.3,0.29,1.12
25-11-2016 09:00,2016,11,25,9,950.89,0.58,3.09,23.02,36.19,59.21,18.06,215.31,149.83,0,39.68,,9.59,241.49,2.73,34.89,1.08,1.37
25-11-2016 10:00,2016,11,25,10,950.68,0.4,3.04,43.83,71.04,114.87,40.69,185.01,123.12,0,31.07,,21.61,343.06,2.55,35.11,1.25,1.33
25-11-2016 11:00,2016,11,25,11,949.8,0.23,3,60,98.11,158.11,58.26,151.59,81.74,0,25.36,,30.88,405.03,1.97,35.99,1.15,1
25-11-2016 12:00,2016,11,25,12,948.57,0.16,2.97,63.85,104.54,168.39,62.44,118.04,59.19,0,22.19,,33.11,429.81,1.78,35.96,1.33,0.9
25-11-2016 13:00,2016,11,25,13,947.3,0.1,2.92,70.42,115.55,185.97,69.59,88.3,47.36,0,20.02,,36.8,402.81,1.17,36.67,1.57,0.59
25-11-2016 14:00,2016,11,25,14,946.36,0.11,2.88,71.37,117.14,188.5,70.62,75.49,34.98,0,18.59,,37.55,334.42,1.5,35.93,1.57,0.7
25-11-2016 15:00,2016,11,25,15,946.06,0.1,2.81,65.05,106.57,171.62,63.76,75.7,36.78,0,16.84,,33.75,243.58,1.4,36.36,1.48,0.66
25-11-2016 16:00,2016,11,25,16,945.99,0.12,2.75,65.98,108.11,174.09,64.76,76.85,27.25,0,18.92,,34.33,136.91,1.53,35.92,1.05,0.68
25-11-2016 17:00,2016,11,25,17,946.33,0.12,2.69,61.98,101.41,163.39,60.41,76.15,34.44,0,27.06,,32,24.29,1.68,35.32,0.36,0.77
25-11-2016 18:00,2016,11,25,18,946.75,0.53,2.67,19.07,29.77,48.84,14.36,87.93,40.77,0,41.57,,7.71,0.59,4.51,34.82,0.28,2.71
25-11-2016 19:00,2016,11,25,19,947.61,1.9,2.68,16.92,26,42.92,11.49,235.67,135.89,0,51.79,,6.12,0.08,13.24,34.58,0.28,7.87
25-11-2016 20:00,2016,11,25,20,948.52,2.06,2.96,17.63,27.18,44.8,12.21,286.56,169.51,0,57.37,,6.47,0,13.89,34.3,0.39,8.57
25-11-2016 21:00,2016,11,25,21,949.15,2.4,3.47,17.24,26.52,43.76,11.78,293.56,175.48,0,58.89,,6.25,0,15.89,34.23,0.28,9.95
25-11-2016 22:00,2016,11,25,22,949.38,1.59,3.95,15.81,24.14,39.95,10.23,305.93,174.81,0,57.26,,5.43,0,10.69,34.08,0.28,7.17
25-11-2016 23:00,2016,11,25,23,949.23,0.79,4.06,15.95,24.37,40.31,10.38,224.52,118.5,0,60.68,,5.5,0,5.45,33.95,0.28,3.82
26-11-2016 00:00,2016,11,26,0,948.95,0.43,3.9,16.02,24.48,40.5,10.45,168.26,88.51,0,64.12,,5.54,0,3.24,33.88,0.28,2.2
26-11-2016 01:00,2016,11,26,1,948.8,0.35,3.67,16.07,24.57,40.65,10.51,153.33,94.55,0,67.1,,5.57,0,2.8,33.87,0.28,1.72
26-11-2016 02:00,2016,11,26,2,948.48,0.32,3.47,16.6,25.46,42.06,11.09,145.19,91.43,0,69.87,,5.87,0,2.47,33.86,0.28,1.39
26-11-2016 03:00,2016,11,26,3,948.18,0.35,3.24,16.43,25.16,41.59,10.9,136.33,84.04,0,70.37,,5.77,0,2.58,33.84,0.28,1.38
26-11-2016 04:00,2016,11,26,4,948.46,0.33,3.05,16.17,24.73,40.9,10.62,129.89,76.93,0,70.99,,5.62,0,2.55,33.8,0.28,1.25
26-11-2016 05:00,2016,11,26,5,948.83,0.27,2.89,16.46,25.22,41.69,10.94,112.81,65.76,0,71.92,,5.8,0,2.15,33.77,0.28,1
26-11-2016 06:00,2016,11,26,6,949.47,0.26,2.75,16.61,25.48,42.09,11.1,107.44,69.97,0,72.83,,5.89,0.43,2.02,33.82,0.28,0.87
26-11-2016 07:00,2016,11,26,7,950.31,0.26,2.71,17.08,26.26,43.33,11.61,112.96,78.16,0,73.58,,6.15,23.2,1.91,33.99,0.28,0.88
26-11-2016 08:00,2016,11,26,8,951.01,0.37,2.65,18.58,28.77,47.35,13.24,128.48,82.38,0,67.57,,7.02,134.16,1.96,34.24,0.28,0.92
26-11-2016 09:00,2016,11,26,9,951.37,0.66,2.59,22.34,35.06,57.39,17.32,219.59,137.2,0,40.82,,9.19,238.65,2.84,35.72,0.88,1.32
26-11-2016 10:00,2016,11,26,10,951.4,0.67,2.62,38.19,61.59,99.78,34.55,259.7,167.63,0,28,,18.33,356.15,3.69,35.07,1.42,1.87
26-11-2016 11:00,2016,11,26,11,950.79,0.19,2.63,52.98,86.36,139.34,50.63,150.27,80.77,0,20.39,,26.88,424.92,1.95,35.78,1.5,1.08
26-11-2016 12:00,2016,11,26,12,949.87,0.14,2.61,63.22,103.49,166.71,61.76,117.28,42.67,0,16.59,,32.71,430.25,1.78,35.9,1.64,0.89
26-11-2016 13:00,2016,11,26,13,948.75,0.17,2.61,68.03,111.54,179.57,66.99,100.59,42.36,0,14.85,,35.41,401.82,1.78,36.28,1.58,0.89
26-11-2016 14:00,2016,11,26,14,947.68,0.16,2.59,80.76,132.85,213.61,80.82,80.2,32.91,0,14.2,,42.47,340.94,1.63,35.9,1.51,0.87
26-11-2016 15:00,2016,11,26,15,947.24,0.1,2.53,70.13,115.06,185.19,69.27,75.3,28.13,0,14.77,,36.87,247.44,1.34,36.3,1.46,0.6
26-11-2016 16:00,2016,11,26,16,947.14,0.12,2.49,59.3,96.93,156.23,57.5,75.85,35.91,0,14.98,,30.51,140.43,1.41,36.08,1.34,0.65
26-11-2016 17:00,2016,11,26,17,947.5,0.2,2.48,26.58,42.16,68.75,21.94,82.78,32.06,0,21.4,,11.67,25.1,2.01,35.2,0.58,0.95
26-11-2016 18:00,2016,11,26,18,948.13,0.84,2.48,18.69,28.95,47.63,13.36,133.18,57.8,0,37.37,,7.07,0.78,6.34,34.81,0.28,3.6
26-11-2016 19:00,2016,11,26,19,948.7,2.12,2.75,18.06,27.9,45.95,12.67,280.36,143.3,0,47.5,,6.67,0.12,13.37,34.53,0.29,7.79
26-11-2016 20:00,2016,11,26,20,949.19,2.03,3.29,16.99,26.1,43.09,11.51,322.8,175.6,0,46.02,,6.1,0.08,13.27,34.18,0.42,8.21
26-11-2016 21:00,2016,11,26,21,950.01,1.23,3.55,16.92,25.99,42.92,11.44,284.46,161.59,0,50.36,,6.06,0.16,7.4,34.14,0.33,4.75
26-11-2016 22:00,2016,11,26,22,950.31,1.19,3.63,16.26,24.89,41.15,10.72,253.26,141.89,0,51.68,,5.68,0.13,7.77,34.34,0.67,4.83
26-11-2016 23:00,2016,11,26,23,950.26,0.55,3.63,16.21,24.8,41.01,10.67,179.4,97.37,0,56.89,,5.66,0.09,3.86,33.7,0.51,2.62
27-11-2016 00:00,2016,11,27,0,950.02,0.3,3.42,20.61,32.18,52.79,15.46,141.53,76.83,0,60.41,,8.2,0,2.16,33.87,0.28,1.39
27-11-2016 01:00,2016,11,27,1,949.68,0.21,3.17,27.58,43.83,71.4,23.02,104.77,53.14,0,63.21,,12.2,0,1.38,33.92,0.4,0.79
27-11-2016 02:00,2016,11,27,2,949.39,0.12,2.93,33.48,53.71,87.19,29.43,87.13,47.52,0,64.48,,15.6,0,0.87,33.98,0.45,0.47
27-11-2016 03:00,2016,11,27,3,949.13,0.1,2.69,35.57,57.21,92.78,31.71,297.79,40.08,0,66.38,,16.79,0,0.6,33.88,0.42,0.31
27-11-2016 04:00,2016,11,27,4,949.19,0.08,2.46,30.32,48.41,78.73,26,321.59,25.75,0,70.2,,13.79,0,0.58,33.8,0.39,0.26
27-11-2016 05:00,2016,11,27,5,949.5,0.06,2.32,31.11,49.74,80.85,26.86,201.15,31.11,0,71.58,,14.24,0,0.6,33.85,0.4,0.24
27-11-2016 06:00,2016,11,27,6,950.07,0.08,2.29,29.01,46.23,75.25,24.58,76.56,30.13,0,72.88,,13.02,0.59,0.58,33.79,0.34,0.27
27-11-2016 07:00,2016,11,27,7,950.78,0.08,2.18,23.35,36.76,60.11,18.43,62.24,29.7,0,73.84,,9.77,24.77,0.55,33.91,0.28,0.21
