,Year,Month,Day,Hour,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL,period
0,2016,10,1,0,0.02,1.71,50.86,70.21,121.07,14.58,54.4,43.6,0.0,68.77,23.01,27.49,0.0,0.31,17.07,1.04,0.12,2016-10-01 00:00:00
1,2016,10,1,1,0.02,1.69,51.52,70.97,122.5,15.0,43.72,33.65,0.0,68.32,22.76,27.85,0.0,0.2,17.27,0.64,0.08,2016-10-01 01:00:00
2,2016,10,1,2,0.01,1.66,51.53,70.99,122.52,15.49,40.31,32,0.0,68.19,22.54,27.85,0.0,0.14,17.14,0.75,0.05,2016-10-01 02:00:00
3,2016,10,1,3,0.01,1.64,52.42,72.02,124.45,15.11,33.25,26.9,0.0,70.04,22.37,28.34,0.0,0.12,17.31,0.72,0.03,2016-10-01 03:00:00
4,2016,10,1,4,0.01,1.6,52.11,71.66,123.77,15.34,38.75,18.34,0.0,71.65,22.31,28.17,0.0,0.12,17.44,0.91,0.04,2016-10-01 04:00:00
5,2016,10,1,5,0.01,1.56,51.79,71.29,123.08,15.04,37.47,27.21,0.0,71.55,22.1,28.0,0.0,0.09,17.11,1.03,0.03,2016-10-01 05:00:00
6,2016,10,1,6,0.02,1.54,50.77,70.11,120.88,13.89,39.53,34.91,0.0,72.35,22.02,27.44,1.71,0.1,17.29,0.85,0.02,2016-10-01 06:00:00
7,2016,10,1,7,0.04,1.53,49.66,68.83,118.49,13.12,45.07,41.11,0.0,71.73,22.91,26.85,38.2,0.15,17.42,0.83,0.03,2016-10-01 07:00:00
8,2016,10,1,8,0.04,1.52,52.32,71.9,124.22,13.04,67.09,51.29,0.0,69.25,24.37,28.28,99.34,0.42,17.44,0.88,0.11,2016-10-01 08:00:00
9,2016,10,1,9,0.05,1.53,51.07,70.45,121.52,13.6,68.47,44.56,0.0,63.89,26.31,27.61,166.08,0.57,17.29,1.24,0.22,2016-10-01 09:00:00
10,2016,10,1,10,0.05,1.57,52.33,71.91,124.24,13.34,74.76,45.53,0.0,62.51,26.73,28.28,117.69,0.55,17.25,1.13,0.2,2016-10-01 10:00:00
11,2016,10,1,11,0.04,1.6,51.77,71.26,123.03,13.03,62.5,60.36,0.25,67.5,25.45,27.98,56.65,0.72,17.64,0.99,0.29,2016-10-01 11:00:00
12,2016,10,1,12,0.03,1.61,52.73,72.38,125.11,12.42,54.09,46.96,0.0,76.07,23.96,28.5,64.55,0.63,17.59,0.69,0.26,2016-10-01 12:00:00
13,2016,10,1,13,0.04,1.64,55.99,76.15,132.14,12.7,42.88,44,0.0,77.87,24.15,30.26,70.02,0.73,17.24,0.36,0.28,2016-10-01 13:00:00
14,2016,10,1,14,0.05,1.67,53.62,73.4,127.02,12.53,37.62,33.02,0.0,78.08,23.74,28.98,26.61,0.75,17.21,0.83,0.29,2016-10-01 14:00:00
15,2016,10,1,15,0.03,1.67,53.23,72.96,126.19,12.33,33.63,36.07,0.25,80.35,22.7,28.77,12.08,0.56,15.89,0.43,0.21,2016-10-01 15:00:00
