,Year,Month,Day,Hour,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL,period
0,2016,6,1,0,0.02,2.12,34.97,44.67,79.64,18.9,9.48,5.3,0.0,64.57,26.78,26.28,0.01,0.38,17.01,1.96,0.12,2016-06-01 00:00:00
1,2016,6,1,1,0.03,2.12,35.87,43.4,79.28,19.39,8.95,5,0.0,67.18,26.36,25.53,0.03,0.34,17.06,1.43,0.09,2016-06-01 01:00:00
2,2016,6,1,2,0.01,2.11,37.32,44.69,82.0,20.17,8.95,5,0.0,68.56,26.19,26.29,0.01,0.3,16.83,1.74,0.09,2016-06-01 02:00:00
3,2016,6,1,3,0.02,2.09,36.06,45.23,81.29,19.49,7.93,4.43,0.0,67.68,25.95,26.6,0.01,0.27,17.42,1.35,0.07,2016-06-01 03:00:00
4,2016,6,1,4,0.02,2.09,35.67,45.08,80.75,19.28,0,0,0.0,67.35,25.78,26.52,0.01,0.21,16.96,1.13,0.06,2016-06-01 04:00:00
5,2016,6,1,5,0.02,2.1,35.37,45.55,80.92,19.12,0,0,0.0,68.14,25.67,26.8,0.1,0.21,16.96,1.18,0.06,2016-06-01 05:00:00
6,2016,6,1,6,0.03,2.06,28.95,45.63,74.58,15.65,3.05,1.7,0.0,68.27,25.64,26.84,13.29,0.19,16.99,0.83,0.06,2016-06-01 06:00:00
7,2016,6,1,7,0.05,2.03,23.51,44.57,68.07,12.71,53.92,30.13,0.0,63.17,27.47,26.22,115.58,0.22,17.26,1.23,0.05,2016-06-01 07:00:00
8,2016,6,1,8,0.04,2.02,21.51,44.72,66.23,11.63,73.33,40.97,0.0,54.97,29.95,26.31,157.9,0.24,17.46,1.22,0.06,2016-06-01 08:00:00
9,2016,6,1,9,0.04,2.04,22.75,43.57,66.31,12.29,87.38,48.82,0.0,48.56,32.26,25.63,422.08,0.38,17.82,1.64,0.11,2016-06-01 09:00:00
10,2016,6,1,10,0.08,2.04,23.95,42.29,66.25,12.95,71.19,39.77,0.0,38.47,36.06,24.88,527.82,0.5,17.65,1.37,0.12,2016-06-01 10:00:00
11,2016,6,1,11,0.06,2.06,26.46,40.78,67.24,14.31,95.48,53.34,0.0,29.33,39.34,23.99,665.18,0.76,17.79,1.3,0.19,2016-06-01 11:00:00
12,2016,6,1,12,0.1,2.07,29.62,43.92,73.54,16.02,49.9,27.87,0.0,25.51,40.23,25.83,677.33,1.18,17.77,1.44,0.32,2016-06-01 12:00:00
13,2016,6,1,13,0.11,2.08,27.72,45.26,72.98,14.98,64.05,35.78,0.0,26.59,39.36,26.63,544.86,1.16,18.2,1.7,0.3,2016-06-01 13:00:00
14,2016,6,1,14,0.07,2.09,33.18,45.68,78.86,17.94,66.49,37.15,0.0,24.45,40.86,26.87,513.29,1.0,18.05,1.37,0.27,2016-06-01 14:00:00
15,2016,6,1,15,0.07,2.1,27.72,45.0,72.71,14.98,25.04,13.99,0.0,26.96,39.42,26.47,320.06,0.84,17.86,1.6,0.22,2016-06-01 15:00:00
16,2016,6,1,16,0.06,2.1,30.93,46.24,77.17,16.72,66.72,37.27,0.0,27.73,39.23,27.2,296.39,0.73,18.11,1.48,0.19,2016-06-01 16:00:00
17,2016,6,1,17,0.06,2.1,29.29,45.26,74.05,15.83,61.16,30.07,0.0,38.43,35.55,26.62,59.72,0.87,17.94,2.38,0.28,2016-06-01 17:00:00
18,2016,6,1,18,0.07,2.09,25.51,44.88,70.4,13.79,99.99,61.24,0.0,60.01,28.82,26.4,19.92,0.68,17.27,1.38,0.2,2016-06-01 18:00:00
19,2016,6,1,19,0.18,2.09,23.03,45.64,68.67,12.45,90.31,53.36,0.0,69.79,27.95,26.85,2.08,1.87,17.78,1.51,0.71,2016-06-01 19:00:00
20,2016,6,1,20,0.11,2.1,23.16,44.6,67.76,12.52,94.74,56.97,0.0,64.26,28.79,26.23,0.06,1.62,17.94,1.66,0.66,2016-06-01 20:00:00
21,2016,6,1,21,0.06,2.1,26.89,44.79,71.68,14.53,103.35,63.97,0.0,63.4,28.27,26.35,0.0,0.95,17.8,1.96,0.34,2016-06-01 21:00:00
22,2016,6,1,22,0.06,2.17,30.58,43.13,73.71,16.53,64.78,32.61,0.0,61.91,27.85,25.37,0.0,0.82,17.83,1.64,0.27,2016-06-01 22:00:00
23,2016,6,1,23,0.03,2.16,32.52,42.13,74.65,17.58,37.96,10.81,0.0,62.95,27.39,24.78,0.0,0.61,17.23,1.51,0.2,2016-06-01 23:00:00
24,2016,6,2,0,0.04,2.17,35.11,44.79,79.89,18.97,30.32,4.59,0.0,63.17,26.89,26.34,0.0,0.59,17.15,1.65,0.2,2016-06-02 00:00:00
25,2016,6,2,1,0.04,2.17,37.35,46.5,83.86,20.19,28.54,3.15,0.0,63.32,26.65,27.35,0.0,0.49,17.31,1.91,0.14,2016-06-02 01:00:00
26,2016,6,2,2,0.03,2.15,39.63,45.58,85.2,21.42,30.46,4.7,0.0,64.91,26.36,26.81,0.01,0.4,17.07,1.82,0.13,2016-06-02 02:00:00
27,2016,6,2,3,0.03,2.13,40.3,46.66,86.96,21.79,31.87,5.85,0.0,66.75,26.03,27.45,0.02,0.34,16.9,1.53,0.1,2016-06-02 03:00:00
28,2016,6,2,4,0.03,2.14,40.78,47.06,87.83,22.04,42.54,14.53,0.0,67.65,25.9,27.68,0.03,0.27,17.31,1.25,0.08,2016-06-02 04:00:00
29,2016,6,2,5,0.02,2.13,40.09,46.25,86.34,21.67,27.57,14.14,0.0,67.22,26.08,27.21,0.12,0.23,16.99,1.19,0.07,2016-06-02 05:00:00
