,Year,Month,Day,Hour,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL,period
0,2016,2,1,0,0.81,2.84,22.75,25.09,47.84,12.3,181.72,166.24,0,56.17,21.39,14.76,0.05,5.0,16.61,0.34,2.99,2016-02-01 00:00:00
1,2016,2,1,1,0.59,1.57,22.3,25.15,47.45,12.05,161.22,152.83,0,58.43,20.45,14.79,0.0,3.86,16.54,0.42,2.15,2016-02-01 01:00:00
2,2016,2,1,2,0.34,1.19,22.68,24.86,47.54,12.26,126.65,115.72,0,61.27,19.64,14.63,0.0,1.8,16.39,0.45,0.88,2016-02-01 02:00:00
3,2016,2,1,3,0.26,1.14,22.46,25.92,48.39,12.14,116.68,92.26,0,63.51,18.96,15.25,0.01,1.18,16.41,0.33,0.45,2016-02-01 03:00:00
4,2016,2,1,4,0.23,1.09,22.94,25.48,48.43,12.4,111.02,91.49,0,65.46,18.39,14.99,0.09,1.05,16.38,0.56,0.33,2016-02-01 04:00:00
5,2016,2,1,5,0.21,1.06,22.81,24.24,47.05,12.33,104.19,97.8,0,65.6,18.23,14.26,0.13,0.82,16.39,0.65,0.23,2016-02-01 05:00:00
6,2016,2,1,6,0.24,1.22,22.25,25.35,47.6,12.03,106.32,73.32,0,67.51,17.89,14.91,0.09,0.83,16.35,0.75,0.21,2016-02-01 06:00:00
7,2016,2,1,7,0.35,1.54,22.93,25.18,48.1,12.39,122.76,98.66,0,67.72,17.65,14.81,9.37,0.91,16.38,0.63,0.24,2016-02-01 07:00:00
8,2016,2,1,8,0.55,1.93,23.44,24.87,48.31,12.67,152.54,138.14,0,63.05,19.47,14.63,85.14,1.46,16.58,0.72,0.46,2016-02-01 08:00:00
9,2016,2,1,9,0.57,2.18,23.36,24.03,47.4,12.63,175.42,147.49,0,48.11,25.11,14.14,215.98,1.88,16.89,0.46,0.68,2016-02-01 09:00:00
10,2016,2,1,10,0.71,2.18,22.93,24.24,47.17,12.39,194.76,151.31,0,29.63,31.03,14.25,338.57,2.81,17.31,0.41,1.18,2016-02-01 10:00:00
11,2016,2,1,11,0.61,2.25,24.38,24.98,49.36,13.18,173.12,121.34,0,24.14,33.07,14.7,417.82,3.5,17.46,0.79,1.66,2016-02-01 11:00:00
12,2016,2,1,12,0.46,1.78,24.47,24.11,48.58,13.23,168,115.83,0,16.34,35.72,14.18,473.16,3.19,17.72,0.76,1.32,2016-02-01 12:00:00
13,2016,2,1,13,0.23,1.63,24.25,26.67,50.92,13.1,126.53,80.37,0,14.45,36.78,15.69,470.7,2.11,17.76,0.94,0.87,2016-02-01 13:00:00
14,2016,2,1,14,0.19,1.73,24.85,26.11,50.96,13.43,114.68,64.71,0,14.09,37.22,15.36,423.17,2.13,17.83,1.03,0.87,2016-02-01 14:00:00
15,2016,2,1,15,0.21,1.52,26.04,27.52,53.56,14.08,117.32,58.86,0,12.88,37.48,16.19,326.86,2.18,17.69,0.7,0.9,2016-02-01 15:00:00
16,2016,2,1,16,0.28,1.57,23.43,27.21,50.63,12.66,108.88,68.77,0,14.05,36.46,16.0,205.03,2.18,17.65,0.73,0.85,2016-02-01 16:00:00
17,2016,2,1,17,0.34,1.8,23.19,26.52,49.71,12.54,109.49,80.94,0,17.0,33.69,15.6,89.99,3.08,17.47,0.97,1.63,2016-02-01 17:00:00
18,2016,2,1,18,0.22,1.69,22.96,26.22,49.18,12.41,157.28,83.83,0,22.25,29.45,15.42,11.0,2.55,17.26,1.12,1.33,2016-02-01 18:00:00
19,2016,2,1,19,0.35,2.06,23.84,25.66,49.5,12.89,122.21,74.89,0,27.63,26.91,15.09,0.09,2.73,16.96,0.62,1.4,2016-02-01 19:00:00
20,2016,2,1,20,0.57,5.15,23.25,25.08,48.33,12.57,137.05,96.2,0,35.91,24.98,14.75,0.06,4.08,16.78,0.28,2.05,2016-02-01 20:00:00
21,2016,2,1,21,1.66,7.55,23.75,26.89,50.63,12.84,179.33,140.77,0,43.59,23.31,15.81,0.07,9.92,16.7,0.28,5.53,2016-02-01 21:00:00
22,2016,2,1,22,1.97,6.25,22.92,24.88,47.81,12.39,215.2,203.68,0,48.94,22.22,14.64,0.14,12.01,16.65,0.32,7.02,2016-02-01 22:00:00
23,2016,2,1,23,1.4,3.56,23.24,25.32,48.56,12.56,195.29,178.55,0,51.59,21.17,14.89,0.12,8.58,16.56,0.28,5.15,2016-02-01 23:00:00
24,2016,2,2,0,0.86,1.76,22.61,24.61,47.22,12.22,164.29,152.77,0,54.65,20.46,14.48,0.05,4.9,16.6,0.51,2.97,2016-02-02 00:00:00
25,2016,2,2,1,0.29,1.17,23.35,26.58,49.92,12.62,118.36,105.92,0,56.01,20.02,15.63,0.01,1.82,16.49,0.94,1.02,2016-02-02 01:00:00
26,2016,2,2,2,0.18,1.06,23.32,25.16,48.48,12.6,94.24,84.57,0,58.81,19.25,14.8,0.0,1.05,16.33,0.73,0.44,2016-02-02 02:00:00
27,2016,2,2,3,0.14,1.0,23.27,26.0,49.27,12.58,88.51,83.66,0,59.39,18.74,15.29,0.0,0.78,16.39,0.76,0.26,2016-02-02 03:00:00
28,2016,2,2,4,0.1,0.98,23.42,26.08,49.49,12.66,79.71,76.54,0,60.4,18.23,15.34,0.0,0.71,16.41,0.92,0.19,2016-02-02 04:00:00
29,2016,2,2,5,0.09,0.99,23.09,25.62,48.71,12.48,73.85,54.29,0,61.6,17.88,15.07,0.0,0.58,16.32,0.96,0.16,2016-02-02 05:00:00
30,2016,2,2,6,0.12,1.22,23.39,25.88,49.27,12.64,79.64,61.6,0,63.74,16.98,15.22,0.0,0.58,16.51,0.41,0.14,2016-02-02 06:00:00
31,2016,2,2,7,0.23,1.65,24.12,24.38,48.49,13.03,115.01,80.57,0,63.36,17.13,14.34,8.1,0.77,16.43,0.54,0.18,2016-02-02 07:00:00
32,2016,2,2,8,0.45,1.77,24.13,25.99,50.11,13.04,136.1,116.31,0,57.84,19.34,15.29,104.6,1.34,16.67,0.85,0.39,2016-02-02 08:00:00
33,2016,2,2,9,0.41,1.83,23.9,23.61,47.52,12.92,154.76,118.86,0,39.8,25.79,13.89,244.71,1.6,17.0,0.58,0.55,2016-02-02 09:00:00
34,2016,2,2,10,0.48,2.82,24.13,24.72,48.85,13.04,162.98,107.23,0,26.55,31.64,14.54,364.78,2.24,17.28,0.41,0.78,2016-02-02 10:00:00
35,2016,2,2,11,0.87,2.24,24.13,24.47,48.6,13.04,224.55,163.82,0,14.43,35.0,14.39,445.36,3.88,17.64,0.6,1.6,2016-02-02 11:00:00
36,2016,2,2,12,0.38,1.66,24.25,25.14,49.39,13.11,150.73,114.69,0,11.17,36.5,14.79,502.01,2.9,17.77,0.93,1.2,2016-02-02 12:00:00
37,2016,2,2,13,0.2,1.52,24.54,25.59,50.14,13.27,104.8,66.37,0,8.85,37.88,15.06,510.94,2.05,17.7,0.91,0.84,2016-02-02 13:00:00
38,2016,2,2,14,0.2,1.48,25.32,26.22,51.54,13.69,94.02,57.34,0,7.28,39.0,15.42,464.0,2.19,17.79,0.99,0.91,2016-02-02 14:00:00
