,Year,Month,Day,Hour,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL,period
0,2016,8,1,0,0.03,2.13,10.45,33.8,44.25,10.63,13.15,3.9,0.0,81.28,22.1,5.64,0.0,0.52,15.0,0.68,0.18,2016-08-01 00:00:00
1,2016,8,1,1,0.02,2.12,10.07,33.1,43.18,10.74,9.61,18.09,0.0,81.5,22.17,5.45,0.0,0.25,14.91,0.53,0.08,2016-08-01 01:00:00
2,2016,8,1,2,0.01,2.11,10.5,33.91,44.41,10.45,5.61,18.33,0.0,81.63,22.08,5.68,0.0,0.14,14.92,0.74,0.04,2016-08-01 02:00:00
3,2016,8,1,3,0.01,2.1,12.54,37.7,50.24,10.91,3.3,0,0.0,81.83,21.95,6.78,0.01,0.09,14.75,0.65,0.03,2016-08-01 03:00:00
4,2016,8,1,4,0.01,2.07,10.96,34.77,45.74,10.71,3,0,0.0,82.1,21.8,5.93,0.0,0.08,14.71,0.51,0.03,2016-08-01 04:00:00
5,2016,8,1,5,0.01,2.09,9.56,32.15,41.71,10.42,3.85,0,0.25,82.04,21.81,5.17,0.01,0.1,14.62,1.36,0.03,2016-08-01 05:00:00
6,2016,8,1,6,0.01,2.07,10.64,34.17,44.8,10.69,3.15,0,0.0,81.83,21.68,5.75,6.89,0.08,14.32,0.7,0.02,2016-08-01 06:00:00
7,2016,8,1,7,0.04,2.06,9.37,31.79,41.16,11.04,15.72,17.09,0.0,80.84,22.52,5.06,58.11,0.21,14.32,0.63,0.04,2016-08-01 07:00:00
8,2016,8,1,8,0.05,2.06,9.79,32.58,42.36,10.96,31.56,37.95,0.0,77.29,24.04,5.29,133.24,0.67,18.31,1.31,0.2,2016-08-01 08:00:00
9,2016,8,1,9,0.05,2.05,8.78,30.71,39.49,10.88,37.39,23.91,0.0,73.54,24.67,4.75,136.13,0.61,19.42,1.67,0.2,2016-08-01 09:00:00
10,2016,8,1,10,0.1,2.08,10.49,33.89,44.38,10.97,32.91,32.97,0.0,71.15,25.07,5.67,128.7,1.4,19.56,1.47,0.54,2016-08-01 10:00:00
11,2016,8,1,11,0.11,2.08,12.09,36.86,48.95,11.07,42.18,36.71,0.0,67.49,26.24,6.54,208.88,1.7,19.53,2.05,0.76,2016-08-01 11:00:00
12,2016,8,1,12,0.05,2.11,10.49,33.88,44.36,11.2,31.28,24.18,0.0,70.18,25.76,5.67,206.24,1.23,19.29,1.84,0.48,2016-08-01 12:00:00
13,2016,8,1,13,0.07,2.12,9.51,32.06,41.57,11.08,23.91,20.13,0.12,73.31,25.33,5.14,223.47,1.26,18.25,1.68,0.63,2016-08-01 13:00:00
14,2016,8,1,14,0.06,2.15,11.13,35.07,46.19,11.21,17.06,1.7,0.0,74.93,24.66,6.01,135.6,1.31,17.94,1.84,0.56,2016-08-01 14:00:00
15,2016,8,1,15,0.05,2.14,11.61,35.97,47.59,10.85,10.91,18.95,0.25,77.4,24.09,6.28,164.58,0.89,16.82,1.62,0.39,2016-08-01 15:00:00
